a,阿
a,啊
ai,哎 
ai,哀
ai,爱
ai,挨
ai,矮
an,安 
an,岸
an,俺
an,按
an,暗
an,案
ang,昂
ang,肮
ao,凹
ao,傲
ao,熬
ao,袄
ao,奥
ba,巴
ba,八
ba,爸
ba,把
ba,拔
ba,罢
ba,疤
ba,扒
ba,吧
ba,霸
bai,白
bai,百
bai,拜
bai,摆
bai,柏
bai,败
bai,掰
bai,伯
ban,办
ban,半
ban,班
ban,般
ban,版
ban,板
ban,搬
ban,斑
ban,伴
ban,扮
ban,拌
ban,瓣
ban,绊
ban,颁
ban,扳
bang,帮
bang,棒
bang,榜
bang,绑
bang,傍
bang,镑
bang,谤
bao,包
bao,宝
bao,饱
bao,保
bao,报
bao,抱
bao,爆
bao,暴
bao,豹
bao,薄
bao,曝
bao,胞
bei,北
bei,贝
bei,背
bei,被
bei,呗
bei,杯
bei,备
bei,倍
bei,悲
bei,碑
bei,辈
bei,卑
ben,本
ben,笨
ben,奔
beng,蹦
beng,泵
beng,崩
beng,甭
beng,绷
bi,比
bi,必
bi,币
bi,逼
bi,鼻
bi,彼
bi,笔
bi,毕
bi,壁
bi,闭
bi,避
bi,臂
bi,蔽
bi,庇
bi,毙
bi,弊
bian,边
bian,变
bian,便
bian,编
bian,遍
bian,扁
bian,鞭
bian,贬
bian,辨
bian,辩
bian,辫
biao,表
biao,标
biao,婊
biao,膘
bie,别
bie,憋
bie,瘪
bin,彬
bin,鬓
bin,斌
bing,兵
bing,冰
bing,并
bing,病
bing,饼
bing,並
bing,丙
bing,秉
bo,波
bo,伯
bo,播
bo,博
bo,勃
bo,玻
bo,薄
bo,驳
bu,不
bu,部
bu,布
bu,补
bu,步
bu,卜
bu,捕
bu,怖
bu,哺
ca,擦
ca,嚓
ca,拆
cai,才
cai,菜
cai,踩
cai,彩
cai,采
cai,猜
cai,财
cai,材
cai,裁
cai,蔡
can,参
can,惨
can,残
can,餐
can,灿
can,蚕
can,惭
can,掺
can,蝅
cang,仓
cang,藏
cang,苍
cang,舱
cang,沧
cao,草
cao,操
cao,曹
cao,糙
cao,嘈
cao,嘈
ce,侧
ce,册
ce,厕
ce,测
ce,策
cen,参
ceng,层
ceng,曽
ceng,蹭
cha,叉
cha,岔
cha,查
cha,差
cha,茶
cha,挿
cha,挿
cha,岔
chai,拆
chai,柴
chai,豺
chai,差
chan,产
chan,忏
chan,掺
chan,阐
chan,谗
chan,馋
chan,蝉
chang,长
chang,厂
chang,场
chang,肠
chang,畅
chang,倡
chang,常
chang,猖
chang,唱
chang,娼
chang,偿
chang,嫦
chang,昌
chang,畅
chao,吵
chao,抄
chao,炒
chao,钞
chao,巢
chao,朝
chao,超
chao,潮
che,车
che,彻
che,扯
che,撤
chen,尘
chen,沉
chen,陈
chen,衬
chen,晨
chen,趁
cheng,成
cheng,丞
cheng,呈
cheng,承
cheng,乘
cheng,逞
cheng,诚
cheng,秤
cheng,称
cheng,橙
ni,你
hao,好
wo,我
huo,火
ren,人
tian,天
duo,多
ri,日
shui,水
